Cluster,SubclusterName,year,jobs,national.jobs,jobs.change,national.jobs.change,jobs.pct.change,Sum_Earnings,earnings.jobs,average_earnings,LQ,region
Financial Services,Financial Investment Activities,2009,250.65182871628173,390757.00554757606,97.81217603105307,85010.56617139475,0.39023124838944945,9224613.331242936,250.65182871628173,36802.4976258381,0.38084909580460186,Small Region
Financial Services,Financial Investment Activities,2010,248.9776618008058,375808.9101489652,94.81347104779604,18990.48233353388,0.3808111553543764,9505910.303858604,248.9776618008058,38179.77177191018,0.3989365657641562,Small Region
Financial Services,Financial Investment Activities,2011,263.51906461862717,362876.16769209097,41.95755849520207,-15890.036254069166,0.1592202012250018,14178226.183902754,263.51906461862717,53803.41723822492,0.43642313853499437,Small Region
Financial Services,Financial Investment Activities,2012,316.0384259143379,373941.48072116997,83.76428079589354,15381.581782176265,0.2650446082736718,17117382.173189268,316.0384259143379,54162.34473281717,0.5039031203274004,Small Region
Financial Services,Financial Investment Activities,2013,323.5083705268543,411559.71895399154,76.90338778491402,56753.043203661065,0.23771684071009314,17446479.907414947,323.5083705268543,53928.990705873315,0.44956610808685477,Small Region
Financial Services,Financial Investment Activities,2014,364.0145058368982,459401.2046715331,113.36267712061647,68644.19912395702,0.31142351555465264,33044224.840174776,364.0145058368982,90777.21989183778,0.44367367859250084,Small Region
Financial Services,Financial Investment Activities,2015,343.8248266465947,458036.51267665095,94.84716484578891,82227.60252768571,0.27585897670873816,17644706.882811613,343.8248266465947,51318.88541878908,0.4221693597951834,Small Region
Financial Services,Financial Investment Activities,2016,413.4152493875747,449495.52504089865,149.89618476894753,86619.35734880768,0.3625802023292581,23916010.706022,413.4152493875747,57849.85130918783,0.49054173595613215,Small Region
Financial Services,Financial Investment Activities,2017,398.82063152100915,483517.59267332294,82.7822056066713,109576.11195215296,0.20756751046443916,29588681.178024624,398.82063152100915,74190.44763351453,0.449608180517929,Small Region
Financial Services,Financial Investment Activities,2018,347.3542298725175,424560.5487936547,23.84585934566318,13000.829839663164,0.0686499754282965,23038911.27246245,347.3542298725175,66326.84818871491,0.42463295937101236,Small Region
Financial Services,Monetary Authorities - Central Bank,2006,11,23092.09603256324,-3,1705.4709019375005,-0.2727272727272727,121,11,11,0.30711815886616417,Small Region
Financial Services,Monetary Authorities - Central Bank,2007,12,26234.227928413362,12,5450.871665557734,1,0,12,0,0.2969251718114212,Small Region
Financial Services,Monetary Authorities - Central Bank,2008,12,21377.0195962962,-1,-4712.71505038629,-0.08333333333333333,0,12,0,0.3470992935721932,Small Region
Financial Services,Monetary Authorities - Central Bank,2009,11,19525.820586546182,11,-2675.6697058945247,1,121,11,11,0.334481586816805,Small Region
Financial Services,Monetary Authorities - Central Bank,2010,11,20724.813630106102,-1,2274.2121627186352,-0.09090909090909091,0,11,0,0.31960427862965335,Small Region
Financial Services,Monetary Authorities - Central Bank,2011,11,15217.404278438458,0,-7874.691754124782,0,132,11,12,0.43441646857174515,Small Region
Financial Services,Monetary Authorities - Central Bank,2012,0,18555.71987902013,-12,-7678.508049393233,-Inf,0,0,NaN,0.03213164745723117,Small Region
Financial Services,Monetary Authorities - Central Bank,2013,13,17287.98387693935,1,-4089.035719356849,0.07692307692307693,169,13,13,0.43007075014481216,Small Region
Financial Services,Monetary Authorities - Central Bank,2014,10,21207.246391901022,-1,1681.4258053548401,-0.1,0,10,0,0.26402972390417684,Small Region
Financial Services,Monetary Authorities - Central Bank,2015,0,20368.845081654617,-11,-355.9685484514848,-Inf,0,0,NaN,0.02761106583924115,Small Region
Financial Services,Monetary Authorities - Central Bank,2016,11,18014.184773175733,0,2796.780494737275,0,0,11,0,0.3256813698868693,Small Region
Financial Services,Monetary Authorities - Central Bank,2017,0,21741.640914120682,0,3185.921035100553,NaN,0,0,NaN,0.02507128243940541,Small Region
Financial Services,Monetary Authorities - Central Bank,2018,10,24390.83417002,-3,7102.85029308065,-0.3,110,10,11,0.21279140940906358,Small Region
Financial Services,"Securities Brokers, Dealers, and Exchanges",2006,418.86589653628755,620048.7832505726,-19.976836403398785,-64401.98390246764,-0.047692678178368086,33168627.55562994,418.86589653628755,79186.74647401486,0.4355372532704581,Small Region
Financial Services,"Securities Brokers, Dealers, and Exchanges",2007,353.0192877268889,678507.1635368293,-204.59558058945296,77378.5103849271,-0.5795592130584577,33517272.52475209,353.0192877268889,94944.59280276639,0.33773654399650366,Small Region
Financial Services,"Securities Brokers, Dealers, and Exchanges",2008,373.2908986789293,604976.8028137274,-236.326518308646,-19396.90646807378,-0.6330894193911555,30673233.97382125,373.2908986789293,82169.78791171536,0.38152967101542773,Small Region
Financial Services,"Securities Brokers, Dealers, and Exchanges",2009,333.2665784136826,562139.5347660155,-202.16110928176545,-157337.11522164743,-0.6066048094112323,25887283.78733648,333.2665784136826,77677.40740928029,0.35199496960911375,Small Region
Financial Services,"Securities Brokers, Dealers, and Exchanges",2010,346.20401023055103,499276.76616788015,-97.53154402883249,-109524.50094528834,-0.2817169678764909,38009925.63513315,346.20401023055103,109790.54116045861,0.4175430611905171,Small Region
Financial Services,"Securities Brokers, Dealers, and Exchanges",2011,333.0127737756785,523096.2036932536,-85.85312276060901,-96952.57955731898,-0.25780729606018277,34812764.691242546,333.0127737756785,104538.8268339906,0.382589898045874,Small Region
Financial Services,"Securities Brokers, Dealers, and Exchanges",2012,392.9958568207706,527004.3681840881,39.976569093881736,-151502.79535274112,0.10172262226192735,53213742.85198865,392.9958568207706,135405.353334952,0.4446154580799333,Small Region
Financial Services,"Securities Brokers, Dealers, and Exchanges",2013,316.70912052082554,547752.7975061777,-56.5817781581038,-57224.0053075497,-0.17865534805267222,46636942.84865741,316.70912052082554,147254.81467651876,0.33068680716035836,Small Region
Financial Services,"Securities Brokers, Dealers, and Exchanges",2014,392.3717700240663,570915.1932571611,59.105191610383606,8775.65849114559,0.15063568820651488,54984980.1172887,392.3717700240663,140134.90347156263,0.38482498110996133,Small Region
Financial Services,"Securities Brokers, Dealers, and Exchanges",2015,436.8600130577107,493475.8386937241,90.65600282715964,-5800.92747415609,0.2075172826934464,69353486.04263435,436.8600130577107,158754.48420469766,0.497881486164304,Small Region
Financial Services,"Securities Brokers, Dealers, and Exchanges",2016,381.11042403793226,573972.4558253738,48.09765026225375,50876.252132120055,0.12620397456634916,42693783.085548125,381.11042403793226,112024.70568293554,0.35413970399495026,Small Region
Financial Services,"Securities Brokers, Dealers, and Exchanges",2017,379.43024358722954,555111.5681714744,-13.565613233541049,28107.199987386186,-0.03575258815767638,52520387.17701007,379.43024358722954,138419.08510104264,0.3725808548929098,Small Region
Financial Services,"Securities Brokers, Dealers, and Exchanges",2018,358.6179759231995,517647.34923789016,41.908855402373945,-30105.448268287513,0.11686211572213273,65437679.509778515,358.6179759231995,182471.83326859344,0.3595661543284949,Small Region
Fishing and Fishing Products,Fishing and Fishing Products,2006,38,41312.897221947474,0,-19933.855190239316,0,140,38,3.6842105263157894,0.593026511863327,Small Region
Fishing and Fishing Products,Fishing and Fishing Products,2007,14,46425.075575658746,14,-7991.821499567053,1,0,14,0,0.19575347219423142,Small Region
Fishing and Fishing Products,Fishing and Fishing Products,2008,28,37300.27589512869,-21,-24804.527323105944,-0.75,150,28,5.357142857142857,0.4641577714679993,Small Region
Fishing and Fishing Products,Fishing and Fishing Products,2009,15,43967.489322330046,2,1833.6389489871933,0.13333333333333333,165,15,11,0.2025575411519694,Small Region
Fishing and Fishing Products,Fishing and Fishing Products,2010,41,47425.82827348388,-17,-1797.2152918999943,-0.4146341463414634,308,41,7.512195121951219,0.520570394571619,Small Region
Fishing and Fishing Products,Fishing and Fishing Products,2011,13,41033.34254579304,-25,-279.55467615443524,-1.9230769230769231,143,13,11,0.19039723224899105,Small Region
Fishing and Fishing Products,Fishing and Fishing Products,2012,29,42129.15670597918,15,-4295.918869679566,0.5172413793103449,348,29,12,0.41041765338997543,Small Region
Fishing and Fishing Products,Fishing and Fishing Products,2013,34,50860.634177749,6,13560.358282620315,0.17647058823529413,326,34,9.588235294117647,0.3823297113739739,Small Region
Fishing and Fishing Products,Fishing and Fishing Products,2014,38,36743.88270943329,23,-7223.606612896757,0.6052631578947368,301,38,7.921052631578948,0.5790761179166029,Small Region
Fishing and Fishing Products,Fishing and Fishing Products,2015,12,45745.8893720658,-29,-1679.9389014180767,-2.4166666666666665,144,12,12,0.1475294581450972,Small Region
Fishing and Fishing Products,Fishing and Fishing Products,2016,0,51916.003645697296,-13,10882.661099904253,-Inf,0,0,NaN,0.010273385613005726,Small Region
Fishing and Fishing Products,Fishing and Fishing Products,2017,26,46000.324572664766,-3,3871.1678666855855,-0.11538461538461539,132,26,5.076923076923077,0.3080926374555874,Small Region
Fishing and Fishing Products,Fishing and Fishing Products,2018,34,43594.748368022774,0,-7265.88580972623,0,296,34,8.705882352941176,0.4047860027087199,Small Region
Food Processing and Manufacturing,Animal Foods,2006,211.87369475352432,51545.507010907284,49.26796933890435,-5555.732293887002,0.23253462113934661,9552486.546789138,211.87369475352432,45085.7599755443,2.6501007783102115,Small Region
Food Processing and Manufacturing,Animal Foods,2007,167.47405478950634,46952.769746425714,-12.06484548132272,-4383.9060318987285,-0.07204008702414653,7561676.368956927,167.47405478950634,45151.33032672432,2.315369866224493,Small Region
Food Processing and Manufacturing,Animal Foods,2008,178.98611393503947,58008.76600212768,-0.9704799230035235,8128.375304795649,-0.005422096170855722,6095286.903833076,178.98611393503947,34054.52395064165,1.9078549406435723,Small Region
Food Processing and Manufacturing,Animal Foods,2009,211.5760101642138,46030.21873329635,47.232964886783336,-4212.182884658148,0.22324348044054557,10068332.930189963,211.5760101642138,47587.30879921344,2.7290544993153536,Small Region
Food Processing and Manufacturing,Animal Foods,2010,222.93633779590115,52105.74959664291,50.79297284399038,5302.316349587687,0.22783622152478117,7874461.235200573,222.93633779590115,35321.568987150335,2.5763552550280093,Small Region
Food Processing and Manufacturing,Animal Foods,2011,211.66520580008284,56158.898571172875,-0.20848895344147067,4613.391560265587,-9.84993979777611e-4,9355959.613431556,211.66520580008284,44201.68906867117,2.2650879305463327,Small Region
Food Processing and Manufacturing,Animal Foods,2012,202.51979109653547,50180.89327183969,35.04573630702912,3228.1235254139756,0.17304845179463868,7448243.696631205,202.51979109653547,36777.85591375036,2.406245218204119,Small Region
Food Processing and Manufacturing,Animal Foods,2013,188.9352730501089,45305.42132986219,9.9491591150694,-12703.344672265492,0.05265908771005778,6251627.44826815,188.9352730501089,33088.72582310298,2.3850845270013323,Small Region
Food Processing and Manufacturing,Animal Foods,2014,162.38864984544176,61329.49813519642,-49.187360318772065,15299.279401900068,-0.30289900412120924,8113134.378807942,162.38864984544176,49961.215802519815,1.4825978427297493,Small Region
Food Processing and Manufacturing,Animal Foods,2015,270.9012064722188,58148.374719067375,47.96486867631763,6042.6251224244625,0.17705668166242175,9988245.740772944,270.9012064722188,36870.43653604861,2.6201305769967003,Small Region
Food Processing and Manufacturing,Animal Foods,2016,260.09049080407624,71483.56168240521,48.42528500399337,15324.663111232345,0.18618629560152467,15331692.022021906,260.09049080407624,58947.53004857501,1.9405870772563354,Small Region
Food Processing and Manufacturing,Animal Foods,2017,323.54028286003717,66411.34200501695,121.0204917635017,16230.448733177254,0.3740507694859589,16442160.255030736,323.54028286003717,50819.51499110106,2.655552994116199,Small Region
Food Processing and Manufacturing,Animal Foods,2018,353.8865484050873,65053.62264140142,164.95127535497843,19748.201311539236,0.4661134369147081,22037316.85647637,353.8865484050873,62272.26481423269,2.823405870894239,Small Region
Food Processing and Manufacturing,Baked Goods,2006,68.37585962755145,142852.38325013898,24.086453772801338,-30294.755001535905,0.3522654618750258,2156362.9243892725,68.37585962755145,31536.904049691613,0.30859683988602055,Small Region
Food Processing and Manufacturing,Baked Goods,2007,64.2481505404567,139247.77225523687,5.437532698799023,-11754.444567532764,0.08463329532536565,2569201.255165489,64.2481505404567,39988.7192635635,0.2995066244372037,Small Region
Food Processing and Manufacturing,Baked Goods,2008,91.26236792012541,143447.84060246762,18.048215171566994,-3507.0117011522398,0.1977618549998959,3493331.8783825985,91.26236792012541,38277.90093546586,0.39338460239602735,Small Region
Food Processing and Manufacturing,Baked Goods,2009,51.31533260367678,143303.73185121,-29.283251980147803,-6186.807972101276,-0.5706530678912454,1488418.173513774,51.31533260367678,29005.330336826617,0.2126074468164818,Small Region
Food Processing and Manufacturing,Baked Goods,2010,76.28533173406426,144037.16753992462,32.56761774180977,-2554.977187493776,0.4269184783169411,1778584.8631345017,76.28533173406426,23314.899767818628,0.3189165079309202,Small Region
Food Processing and Manufacturing,Baked Goods,2011,100.30921236572938,152109.243346488,31.93335273817794,9256.860096349017,0.31834915243625184,4695519.649312069,100.30921236572938,46810.45278465661,0.3963139765806289,Small Region
Food Processing and Manufacturing,Baked Goods,2012,101.91888355117588,152561.14956902136,37.670733010719175,13313.377313784504,0.36961485151869633,4963701.780619083,101.91888355117588,48702.474042768445,0.3983102716109177,Small Region
Food Processing and Manufacturing,Baked Goods,2013,182.63642630284662,164044.22789485753,91.37405838272119,20596.387292389918,0.5003057726896456,7193276.863683482,182.63642630284662,39385.77319595399,0.6367476485037327,Small Region
Food Processing and Manufacturing,Baked Goods,2014,47.88469984523896,151850.51419526758,-3.4306327584378167,8546.782344057563,-0.07164360995318872,4112226.5024422035,47.88469984523896,85877.67106680674,0.17657028026612862,Small Region
Food Processing and Manufacturing,Baked Goods,2015,53.57970877384504,162257.5814914255,-22.70562296021922,18220.413951500894,-0.42377279533297835,2398955.038378476,53.57970877384504,44773.57367700974,0.1857141209535009,Small Region
Food Processing and Manufacturing,Baked Goods,2016,43.64964406606285,155513.97494697518,-56.65956829966654,3404.7316004871736,-1.2980533865044452,1362502.408685416,43.64964406606285,31214.513608021552,0.14970149192716603,Small Region
Food Processing and Manufacturing,Baked Goods,2017,51.38743025880049,158412.35292148354,-50.53145329237539,5851.203352462158,-0.9833426781196456,308705.363636633,51.38743025880049,6007.41002385043,0.17682217316804466,Small Region
Food Processing and Manufacturing,Baked Goods,2018,65.10939387904418,156665.2343188054,-117.52703242380244,-7378.993576052149,-1.8050702889683814,426520.4225562146,65.10939387904418,6550.827724622585,0.21570080425498758,Small Region
Food Processing and Manufacturing,Candy and Chocolate,2006,58.355842305658186,67508.37413709796,28.78391889802363,-5785.450459485726,0.493248280904905,564658.9916149466,58.355842305658186,9676.134715995648,0.5573177289981599,Small Region
Food Processing and Manufacturing,Candy and Chocolate,2007,58.84232463088024,58884.38281239562,16.64129825913258,-22057.0726697757,0.282811706769302,776932.5231502077,58.84232463088024,13203.634085225727,0.6486699091529011,Small Region
Food Processing and Manufacturing,Candy and Chocolate,2008,73.70037941036472,66198.73575355425,39.77007934940424,-1982.9853246178336,0.539618380089523,717870.8724526453,73.70037941036472,9740.395886641649,0.6883981067276264,Small Region
Food Processing and Manufacturing,Candy and Chocolate,2009,58.15740090793821,58635.04880463132,11.518473969725422,-12186.731898144026,0.1980568902650738,971225.0897744548,58.15740090793821,16699.939725846434,0.5888931770770444,Small Region
Food Processing and Manufacturing,Candy and Chocolate,2010,82.75231518661873,57822.18502302308,38.28924850737722,1452.383886605514,0.4626970063741334,1042246.9269961386,82.75231518661873,12594.776649399082,0.8617795563872964,Small Region
Food Processing and Manufacturing,Candy and Chocolate,2011,68.95349848433936,59555.51853825699,10.597656178681184,-7952.8555988409735,0.15369279893881108,949458.6057838278,68.95349848433936,13769.549430468242,0.695806481278355,Small Region
Food Processing and Manufacturing,Candy and Chocolate,2012,64.02303424550945,49686.12860526695,5.180709614629208,-9198.25420712867,0.08091946399732813,727192.0112070721,64.02303424550945,11358.287212981897,0.7682664971102054,Small Region
Food Processing and Manufacturing,Candy and Chocolate,2013,43.00351874650813,51774.05569870982,-30.696860663856583,-14424.680054844437,-0.7138220675569521,566266.9121840197,43.00351874650813,13167.920409536264,0.4750427664445943,Small Region
Food Processing and Manufacturing,Candy and Chocolate,2014,53.29901920429326,54840.676864330264,-4.85838170364495,-3794.3719403010537,-0.09115330406030446,876201.7634192384,53.29901920429326,16439.359982606584,0.5441937061775408,Small Region
Food Processing and Manufacturing,Candy and Chocolate,2015,51.03200988437575,65635.62525537025,-31.720305302242974,7813.440232347171,-0.6215766412906782,819730.3804355947,51.03200988437575,16063.062816708067,0.4372729607990649,Small Region
Food Processing and Manufacturing,Candy and Chocolate,2016,70.26381943198064,70041.96868762877,1.3103209476412694,10486.450149371785,0.018648586971702193,968566.9869837635,70.26381943198064,13784.71871887624,0.5350424662003775,Small Region
Food Processing and Manufacturing,Candy and Chocolate,2017,79.48702650504273,70890.76247743705,15.463992259533285,21204.6338721701,0.19454737382272355,1410098.7428137877,79.48702650504273,17739.98606834701,0.6111889186561106,Small Region
Food Processing and Manufacturing,Candy and Chocolate,2018,74.19601319534263,66986.98183351447,31.192494448834502,15212.926134804648,0.4204066108877194,1521911.8512818294,74.19601319534263,20512.043514722995,0.5748716658065521,Small Region
Food Processing and Manufacturing,Coffee and Tea,2006,1.165996211073085,12813.162043227943,-6.076318667761398,-1033.1703981542632,-5.211267935570103,36057.15951962636,1.165996211073085,30923.907965740622,0.058670121281073025,Small Region
Food Processing and Manufacturing,Coffee and Tea,2007,12.076863820829342,12193.462786635351,1.5679055418187886,1887.9012751595437,0.12982721053081456,1076075.3769090732,12.076863820829342,89102.21998637864,0.6429262677278356,Small Region
Food Processing and Manufacturing,Coffee and Tea,2008,7.061099282751093,12276.446480143908,3.6255512731400033,995.0485006601175,0.5134542268788838,530917.2178183545,7.061099282751093,75189.03170152035,0.35564710856366605,Small Region
Food Processing and Manufacturing,Coffee and Tea,2009,0.5856922765088268,14140.132141788226,-3.5896907081718843,-784.366017805236,-6.1289705399039605,95598.87934098212,0.5856922765088268,163223.7322828029,0.041988983028133406,Small Region
Food Processing and Manufacturing,Coffee and Tea,2010,0.992548681959682,15702.252756370423,-9.436455245511096,-1116.616754169203,-9.507297140206582,52285.786066061904,0.992548681959682,52678.30889949817,0.038348516626911786,Small Region
Food Processing and Manufacturing,Coffee and Tea,2011,3.4896943677753254,16744.581454102365,2.3236981567022403,3931.4194108744214,0.665874403833134,160355.35325160032,3.4896943677753254,45951.11673170009,0.12524698218395552,Small Region
Food Processing and Manufacturing,Coffee and Tea,2012,3.168659114096667,19428.607335403678,-8.908204706732676,7235.144548768327,-2.8113483924799714,150455.19784175407,3.168659114096667,47482.29216971053,0.09723993281461586,Small Region
Food Processing and Manufacturing,Coffee and Tea,2013,14.471580963357162,16652.0340697466,7.410481680606069,4375.587589602694,0.5120713278922197,662927.5299569984,14.471580963357162,45808.92244154715,0.4970379974850969,Small Region
Food Processing and Manufacturing,Coffee and Tea,2014,9.004079791740606,23024.314597551576,8.41838751523178,8884.18245576335,0.9349525670523179,548510.036470938,9.004079791740606,60917.94488250574,0.21897257626487635,Small Region
