Cluster,tract,LON,LAT,estabs,scaled_emp,nice_emp_bin
Local Financial Services,8123002502,-104.53655623558329,40.10614464561024,4,0.012183020948180816,50 to 100
Local Financial Services,8123002007,-105.06420450571903,40.0589571435834,5,0.012183020948180816,50 to 100
Local Financial Services,8123001300,-104.74279211977772,40.43695420672065,5,0.012183020948180816,50 to 100
Local Financial Services,8123001410,-104.744264794759,40.41162941189727,3,0.011091510474090408,20 to 50
Local Financial Services,8123001006,-104.70624706234663,40.37518343356976,3,0.01,20 to 50
Local Financial Services,8123001409,-104.74539483697123,40.397228996173105,3,0.01,20 to 50
Local Financial Services,8123000704,-104.68012984812614,40.39097756148225,3,0.01,20 to 50
Local Food and Beverage Processing and Distribution,8123002019,-104.93542628144218,40.155370065920444,9,0.028555678059536932,100 to 250
Local Food and Beverage Processing and Distribution,8123001500,-104.7025263101062,40.460786437515864,7,0.023098125689084897,100 to 250
Local Food and Beverage Processing and Distribution,8123000705,-104.6636438835103,40.413538946211766,9,0.022006615214994488,100 to 250
Local Food and Beverage Processing and Distribution,8123002208,-104.85185685570865,40.506618128173535,5,0.019823594266813672,100 to 250
Local Food and Beverage Processing and Distribution,8123002103,-104.98963360515555,40.21962688183512,8,0.018732083792723266,100 to 250
Local Food and Beverage Processing and Distribution,8123001005,-104.74396530136863,40.366457126892904,5,0.017640573318632856,100 to 250
Local Food and Beverage Processing and Distribution,8123001700,-104.66768372445746,40.32115733032253,7,0.017640573318632856,100 to 250
Local Food and Beverage Processing and Distribution,8123002501,-104.52318834154204,40.6326732837186,7,0.016549062844542446,50 to 100
Local Food and Beverage Processing and Distribution,8123001906,-104.81933842505943,40.076128814007696,5,0.016549062844542446,50 to 100
Local Food and Beverage Processing and Distribution,8123002101,-104.87423822457383,40.3447285776346,7,0.016549062844542446,50 to 100
Local Food and Beverage Processing and Distribution,8123002009,-105.03576917877797,40.034891774849484,6,0.014366041896361632,50 to 100
Local Food and Beverage Processing and Distribution,8123001800,-104.8555886910648,40.220483077193876,4,0.013274531422271224,50 to 100
Local Food and Beverage Processing and Distribution,8123002209,-104.85312072706894,40.445137416674584,5,0.013274531422271224,50 to 100
Local Food and Beverage Processing and Distribution,8123001406,-104.79014456414279,40.3927971796518,3,0.013274531422271224,50 to 100
Local Food and Beverage Processing and Distribution,8123001201,-104.71738234867688,40.4181283342504,5,0.013274531422271224,50 to 100
Local Food and Beverage Processing and Distribution,8123002203,-104.90479472083418,40.505880065657855,3,0.012183020948180816,50 to 100
Local Food and Beverage Processing and Distribution,8123002210,-104.92387571970237,40.43152182028007,4,0.012183020948180816,50 to 100
Local Food and Beverage Processing and Distribution,8123001411,-104.75137676863008,40.40927552032145,5,0.012183020948180816,50 to 100
Local Food and Beverage Processing and Distribution,8123001004,-104.6825879100527,40.384462667435216,3,0.01,20 to 50
Local Food and Beverage Processing and Distribution,8123001006,-104.70961857080881,40.379655683289066,3,0.01,20 to 50
Local Food and Beverage Processing and Distribution,8123001416,-104.80511013827507,40.43424291009024,3,0.01,20 to 50
Local Food and Beverage Processing and Distribution,8123001300,-104.73330802031772,40.43746229751083,3,0.01,20 to 50
Local Government Services,8123001409,-104.77169654100274,40.39363625442557,7,0.03510474090407938,250 to 500
Local Government Services,8123000401,-104.681169021251,40.39802031226912,7,0.022006615214994488,100 to 250
Local Government Services,8123002208,-104.88809937146009,40.5033620414299,4,0.019823594266813672,100 to 250
Local Government Services,8123002103,-104.966208402211,40.26862970780447,4,0.016549062844542446,50 to 100
Local Government Services,8123001700,-104.67246740488096,40.33309166526404,4,0.012183020948180816,50 to 100
Local Government Services,8123002016,-104.9158249851665,40.073815714774156,5,0.012183020948180816,50 to 100
Local Government Services,8123001500,-104.71416943772284,40.50055968456213,5,0.012183020948180816,50 to 100
Local Health Services,8123000200,-104.71027627680736,40.4188217512181,18,0.08203969128996692,"500 to 1,000"
Local Health Services,8123001500,-104.7266251723239,40.4733037547859,25,0.061300992282249174,"500 to 1,000"
Local Health Services,8123002010,-105.0322741329478,40.098524364017145,10,0.061300992282249174,"500 to 1,000"
Local Health Services,8123000705,-104.65102090530328,40.41387508166447,19,0.05911797133406836,250 to 500
Local Health Services,8123000300,-104.70428824797746,40.393313446918626,6,0.0514773980154355,250 to 500
Local Health Services,8123001416,-104.75047366609516,40.43910498890733,9,0.039470782800441015,250 to 500
Local Health Services,8123002009,-105.00383860891209,40.05064405780113,12,0.039470782800441015,250 to 500
Local Health Services,8069002501,-104.95888241185746,40.503355817986744,6,0.03619625137816979,250 to 500
Local Health Services,8123001404,-104.77558936158837,40.36322292775846,14,0.03073869900771775,100 to 250
Local Health Services,8123002300,-104.73266453188343,40.56348851841535,5,0.028555678059536932,100 to 250
Local Health Services,8123002208,-104.8615081734217,40.49774068902006,9,0.02746416758544653,100 to 250
Local Health Services,8013012800,-105.0991624937393,40.050808293534736,3,0.02528114663726571,100 to 250
Local Health Services,8123002103,-104.9695879427884,40.244951987537476,15,0.02528114663726571,100 to 250
Local Health Services,8123001410,-104.74798117030268,40.41964158663601,7,0.024189636163175304,100 to 250
Local Health Services,8123001700,-104.73104424279407,40.336175314320414,10,0.023098125689084897,100 to 250
Local Health Services,8123002203,-104.89436269282108,40.47794445335782,11,0.023098125689084897,100 to 250
Local Health Services,8123002101,-104.84078660911935,40.37603278880248,12,0.022006615214994488,100 to 250
Local Health Services,8123002502,-104.55619901610531,40.12696652130381,6,0.018732083792723266,100 to 250
Local Health Services,8123001005,-104.72262337121086,40.36500906367785,8,0.016549062844542446,50 to 100
Local Health Services,8123001408,-104.77251037069567,40.40384213070252,7,0.016549062844542446,50 to 100
Local Health Services,8123001406,-104.78061432097552,40.38875326476408,6,0.01545755237045204,50 to 100
Local Health Services,8123002209,-104.87975251531203,40.432241545177895,7,0.01545755237045204,50 to 100
Local Health Services,8123002501,-104.54438136058928,40.51034158789579,6,0.01545755237045204,50 to 100
Local Health Services,8123000701,-104.6871990301767,40.42903243166986,3,0.013274531422271224,50 to 100
Local Health Services,8123001409,-104.74520990567255,40.40073945257683,4,0.013274531422271224,50 to 100
Local Health Services,8123001902,-104.72975990799391,40.079578415482594,5,0.013274531422271224,50 to 100
Local Health Services,8123002006,-104.91389482483848,40.05647551946657,5,0.013274531422271224,50 to 100
Local Health Services,8123001908,-104.83177284253965,40.12651136281415,4,0.013274531422271224,50 to 100
Local Health Services,8123002017,-104.98518649087694,40.12082568626001,4,0.013274531422271224,50 to 100
Local Health Services,8123000800,-104.6900525823116,40.399797063661595,4,0.012183020948180816,50 to 100
Local Health Services,8123001006,-104.70566607289335,40.37470855572042,4,0.012183020948180816,50 to 100
Local Health Services,8123002019,-104.96321468430145,40.15495570717891,5,0.012183020948180816,50 to 100
Local Health Services,8014031400,-104.99640884281929,39.997071525022065,5,0.012183020948180816,50 to 100
Local Health Services,8123000703,-104.66958618106406,40.396005721971626,5,0.012183020948180816,50 to 100
Local Health Services,8069001709,-104.96013586784348,40.43923047745946,3,0.011091510474090408,20 to 50
Local Health Services,8123001004,-104.68801798108188,40.37887251549939,3,0.011091510474090408,20 to 50
Local Health Services,8123001100,-104.72096806869956,40.397202663166965,3,0.011091510474090408,20 to 50
Local Health Services,8123001300,-104.72634155883941,40.437942018498354,4,0.011091510474090408,20 to 50
Local Health Services,8123001600,-104.58574688083225,40.36107649183825,4,0.011091510474090408,20 to 50
Local Health Services,8123001800,-104.6910848226739,40.23063116988305,3,0.011091510474090408,20 to 50
Local Health Services,8123002004,-104.9265170765014,40.089921918442485,3,0.011091510474090408,20 to 50
Local Health Services,8123002016,-104.91714220892895,40.11963963316244,4,0.011091510474090408,20 to 50
Local Health Services,8123000600,-104.70505979050027,40.44406423131117,3,0.01,20 to 50
Local Health Services,8123001907,-104.7771847240878,40.05217498547855,3,0.01,20 to 50
Local Health Services,8123002021,-104.903894776123,40.145187011816176,3,0.01,20 to 50
Local Hospitality Establishments,8123000705,-104.60514037367976,40.441528793109576,32,0.08531422271223814,"500 to 1,000"
Local Hospitality Establishments,8123002208,-104.84010570851112,40.58597766899256,22,0.08203969128996692,"500 to 1,000"
Local Hospitality Establishments,8123001908,-104.82186018918,40.035341548402656,20,0.05693495038588754,250 to 500
Local Hospitality Establishments,8123001202,-104.7268173699162,40.42269079124105,7,0.0514773980154355,250 to 500
Local Hospitality Establishments,8123002203,-104.88423642381693,40.48283328779835,10,0.05038588754134509,250 to 500
Local Hospitality Establishments,8123001500,-104.72290477626387,40.47851781314902,27,0.04929437706725469,250 to 500
Local Hospitality Establishments,8123002101,-104.8422383151614,40.3584325147251,14,0.04929437706725469,250 to 500
Local Hospitality Establishments,8123002103,-105.00599262679255,40.21400993319155,25,0.04820286659316428,250 to 500
Local Hospitality Establishments,8123001700,-104.71759875205001,40.320219511955706,20,0.042745314222712244,250 to 500
Local Hospitality Establishments,8123001416,-104.75939726709245,40.4433918029442,12,0.03401323042998897,250 to 500
Local Hospitality Establishments,8123002009,-104.98801329368715,40.06087370728323,9,0.02964718853362734,100 to 250
Local Hospitality Establishments,8123000402,-104.70693305092841,40.424890589233094,8,0.02746416758544653,100 to 250
Local Hospitality Establishments,8123001800,-104.77721904042096,40.17803135302299,5,0.024189636163175304,100 to 250
Local Hospitality Establishments,8123002502,-104.51927189389696,40.16899660930009,9,0.024189636163175304,100 to 250
Local Hospitality Establishments,8123002102,-104.92965057085404,40.32161108993003,9,0.022006615214994488,100 to 250
Local Hospitality Establishments,8013012800,-105.07540402431502,40.05321086645173,6,0.020915104740904078,100 to 250
Local Hospitality Establishments,8123000900,-104.71464873563089,40.39848954311922,7,0.019823594266813672,100 to 250
Local Hospitality Establishments,8123001906,-104.79030351521926,40.11458745464821,4,0.017640573318632856,100 to 250
Local Hospitality Establishments,8123002210,-104.93053661809861,40.44113282803223,6,0.017640573318632856,100 to 250
Local Hospitality Establishments,8123002501,-104.62015346122838,40.675806753634895,3,0.017640573318632856,100 to 250
Local Hospitality Establishments,8123000800,-104.69177165818766,40.401850928004606,5,0.017640573318632856,100 to 250
Local Hospitality Establishments,8123000600,-104.70091551965818,40.44544952273843,6,0.016549062844542446,50 to 100
Local Hospitality Establishments,8123001005,-104.7213711258545,40.378026263820786,8,0.016549062844542446,50 to 100
Local Hospitality Establishments,8123002207,-104.91585670018412,40.509119855729175,4,0.016549062844542446,50 to 100
Local Hospitality Establishments,8014031400,-104.99504978751028,40.008995562421156,6,0.016549062844542446,50 to 100
Local Hospitality Establishments,8123000701,-104.68294786965478,40.43677871205498,4,0.01545755237045204,50 to 100
Local Hospitality Establishments,8123001404,-104.77206815525759,40.37133778903959,6,0.01545755237045204,50 to 100
Local Hospitality Establishments,8123002209,-104.8704977435587,40.445506146570835,7,0.01545755237045204,50 to 100
Local Hospitality Establishments,8123001406,-104.78508714794674,40.39055071944198,8,0.01545755237045204,50 to 100
Local Hospitality Establishments,8123001410,-104.74274835881248,40.41445224756885,6,0.014366041896361632,50 to 100
Local Hospitality Establishments,8123001412,-104.79636327572193,40.418308542292685,4,0.014366041896361632,50 to 100
Local Hospitality Establishments,8123002010,-105.03044406133031,40.11865069430987,7,0.014366041896361632,50 to 100
Local Hospitality Establishments,8123002018,-104.95971691543797,40.145691950778215,6,0.014366041896361632,50 to 100
Local Hospitality Establishments,8123002007,-105.05536886225562,40.015488743915796,6,0.014366041896361632,50 to 100
Local Hospitality Establishments,8123000401,-104.70661115170618,40.40671299983221,4,0.013274531422271224,50 to 100
Local Hospitality Establishments,8123001405,-104.7469159114784,40.380338556048414,3,0.013274531422271224,50 to 100
Local Hospitality Establishments,8123002012,-104.98714104191106,40.099350991009004,3,0.013274531422271224,50 to 100
Local Hospitality Establishments,8123001004,-104.67820915082108,40.38052069736158,5,0.013274531422271224,50 to 100
Local Hospitality Establishments,8123001006,-104.71091462937845,40.37813219774815,4,0.012183020948180816,50 to 100
Local Hospitality Establishments,8123002016,-104.9146894802465,40.11523950499235,5,0.012183020948180816,50 to 100
Local Hospitality Establishments,8069002501,-104.95849528079687,40.51315539609398,4,0.011091510474090408,20 to 50
Local Hospitality Establishments,8123002021,-104.90345806916442,40.13975625373079,4,0.011091510474090408,20 to 50
Local Hospitality Establishments,8123002013,-104.94535651089383,40.09744528362754,4,0.011091510474090408,20 to 50
Local Hospitality Establishments,8123001417,-104.75878288429723,40.43107069936093,4,0.011091510474090408,20 to 50
Local Hospitality Establishments,8069001709,-104.95246975631242,40.42883977855287,3,0.01,20 to 50
Local Hospitality Establishments,8123001408,-104.76541321693499,40.39680456532713,3,0.01,20 to 50
Local Hospitality Establishments,8123001409,-104.74318259272853,40.394343934662686,3,0.01,20 to 50
Local Hospitality Establishments,8123001902,-104.69808719247054,40.08430011188815,3,0.01,20 to 50
Local Hospitality Establishments,8123002006,-104.90071644613053,40.087057382018955,3,0.01,20 to 50
Local Household Goods and Services,8069002501,-104.84670905944961,40.550142670086196,23,0.11151047409040793,"500 to 1,000"
Local Household Goods and Services,8123002103,-104.97586354348616,40.18190128708929,9,0.05038588754134509,250 to 500
Local Household Goods and Services,8123002016,-104.91112166923483,40.14139466546592,10,0.042745314222712244,250 to 500
Local Household Goods and Services,8123002209,-104.83797327953141,40.43654645408768,5,0.028555678059536932,100 to 250
Local Household Goods and Services,8123002101,-104.81777000461646,40.361425730712476,9,0.02528114663726571,100 to 250
Local Household Goods and Services,8123001500,-104.71379255907823,40.47683464689892,14,0.024189636163175304,100 to 250
Local Household Goods and Services,8123001416,-104.7902129111319,40.44725616370814,5,0.019823594266813672,100 to 250
Local Household Goods and Services,8123001700,-104.71588949471695,40.33183229536428,9,0.017640573318632856,100 to 250
Local Household Goods and Services,8123001300,-104.71625758563529,40.44542757903007,5,0.017640573318632856,100 to 250
Local Household Goods and Services,8123002009,-105.01565887252673,40.062117687390916,8,0.017640573318632856,100 to 250
Local Household Goods and Services,8123000705,-104.64872930560226,40.40143726474418,9,0.016549062844542446,50 to 100
Local Household Goods and Services,8123001006,-104.70199060510028,40.38140948724352,8,0.016549062844542446,50 to 100
Local Household Goods and Services,8123001907,-104.69459774543832,40.097155686212794,5,0.01545755237045204,50 to 100
Local Household Goods and Services,8014031400,-105.04804710322676,39.9898922333609,5,0.01545755237045204,50 to 100
Local Household Goods and Services,8123002006,-104.91513043087762,40.05896735149013,3,0.013274531422271224,50 to 100
Local Household Goods and Services,8123001404,-104.75804347719682,40.363106022535206,3,0.012183020948180816,50 to 100
Local Household Goods and Services,8123000401,-104.7202133437833,40.39915501487014,4,0.012183020948180816,50 to 100
Local Household Goods and Services,8123001906,-104.81725329860579,40.100896629049835,5,0.012183020948180816,50 to 100
Local Household Goods and Services,8123001410,-104.73772287726173,40.40927535516088,5,0.012183020948180816,50 to 100
Local Household Goods and Services,8123002102,-104.92207776640603,40.32561440372341,4,0.011091510474090408,20 to 50
Local Household Goods and Services,8123001407,-104.79351125421215,40.404202391778064,4,0.011091510474090408,20 to 50
Local Household Goods and Services,8123001600,-104.5480654165284,40.39746505019523,3,0.01,20 to 50
Local Household Goods and Services,8123002501,-104.67086953618325,40.59946401904444,3,0.01,20 to 50
Local Industrial Products and Services,8123000401,-104.7111262093497,40.40046702533746,7,0.028555678059536932,100 to 250
Local Industrial Products and Services,8123001407,-104.79580084524319,40.37387529451477,5,0.01545755237045204,50 to 100
Local Industrial Products and Services,8123001404,-104.75250736577084,40.37644413846042,5,0.014366041896361632,50 to 100
Local Industrial Products and Services,8123001700,-104.68414245958506,40.32774575997256,6,0.013274531422271224,50 to 100
Local Industrial Products and Services,8123002209,-104.88112589850667,40.455378840638645,5,0.012183020948180816,50 to 100
Local Industrial Products and Services,8123002208,-104.90587883307367,40.53297590465795,3,0.011091510474090408,20 to 50
Local Industrial Products and Services,8123001500,-104.68771121925023,40.46075597255261,3,0.01,20 to 50
Local Industrial Products and Services,8123002103,-105.00330315568208,40.26439897207988,3,0.01,20 to 50
Local Industrial Products and Services,8123002300,-104.64274838379507,40.624075269377954,3,0.01,20 to 50
Local Industrial Products and Services,8123002013,-104.98563917291428,40.108779078272434,3,0.01,20 to 50
Local Industrial Products and Services,8123001411,-104.76863347467489,40.42610036358195,3,0.01,20 to 50
Local Logistical Services,8123001500,-104.67976732722737,40.47932075871292,16,0.05802646085997795,250 to 500
Local Logistical Services,8123001006,-104.72796399191971,40.37469573397636,7,0.038379272326350605,250 to 500
Local Logistical Services,8123001700,-104.74722876090081,40.33919951694287,5,0.03073869900771775,100 to 250
Local Logistical Services,8123002209,-104.84968786454543,40.457248648763084,8,0.02964718853362734,100 to 250
Local Logistical Services,8123002203,-104.91545006028986,40.46529124616437,9,0.02637265711135612,100 to 250
Local Logistical Services,8123002009,-104.99994576141616,40.04895382104616,10,0.02528114663726571,100 to 250
Local Logistical Services,8123000703,-104.660140126114,40.40061082676755,4,0.023098125689084897,100 to 250
Local Logistical Services,8123001406,-104.76541952848174,40.388755502608426,8,0.023098125689084897,100 to 250
Local Logistical Services,8123002018,-104.95436564537864,40.134571411652864,7,0.023098125689084897,100 to 250
Local Logistical Services,8123001202,-104.72526427223112,40.413900965001936,5,0.020915104740904078,100 to 250
Local Logistical Services,8123001407,-104.80401193888791,40.40711547103019,4,0.019823594266813672,100 to 250
Local Logistical Services,8123002300,-104.70555968296631,40.62243904029849,9,0.018732083792723266,100 to 250
Local Logistical Services,8123000705,-104.64877970389885,40.40431952328456,7,0.01545755237045204,50 to 100
Local Logistical Services,8123001416,-104.77326399226901,40.436913573334245,4,0.01545755237045204,50 to 100
Local Logistical Services,8123002101,-104.85592312843445,40.35619818738112,7,0.014366041896361632,50 to 100
Local Logistical Services,8123000800,-104.68593655481362,40.392508086114105,5,0.014366041896361632,50 to 100
Local Logistical Services,8123001902,-104.67323836768324,40.09183236466908,6,0.014366041896361632,50 to 100
Local Logistical Services,8123001404,-104.77417814785015,40.373052595361884,6,0.013274531422271224,50 to 100
Local Logistical Services,8123001300,-104.7283875695616,40.429642367699344,5,0.012183020948180816,50 to 100
Local Logistical Services,8123001409,-104.74265619247446,40.3979633410506,3,0.012183020948180816,50 to 100
Local Logistical Services,8123002207,-104.93347356774855,40.50175196718616,5,0.012183020948180816,50 to 100
Local Logistical Services,8123002102,-104.89283953139021,40.26192058299569,5,0.012183020948180816,50 to 100
Local Logistical Services,8123000502,-104.6994003438709,40.42910438198716,5,0.012183020948180816,50 to 100
Local Logistical Services,8123001417,-104.74077111781989,40.43074007767888,4,0.012183020948180816,50 to 100
Local Logistical Services,8123000701,-104.68431932514927,40.42466043865086,4,0.011091510474090408,20 to 50
Local Logistical Services,8123002016,-104.91319885898484,40.121433378661536,4,0.011091510474090408,20 to 50
Local Logistical Services,8123002103,-104.98748581126625,40.21537466465587,4,0.011091510474090408,20 to 50
Local Logistical Services,8123001908,-104.84480278292156,40.042873430229186,4,0.011091510474090408,20 to 50
Local Logistical Services,8123000900,-104.71191258579863,40.39686879145846,4,0.011091510474090408,20 to 50
Local Logistical Services,8123002208,-104.8383121503092,40.52261073677349,3,0.01,20 to 50
Local Logistical Services,8001060100,-105.00498348113261,39.97803203794839,3,0.01,20 to 50
Local Motor Vehicle Products and Services,8123002016,-105.00611696633045,40.09993301300743,39,0.30361631753031976,"1,000 to 5,000"
Local Motor Vehicle Products and Services,8123001906,-104.67348098018175,40.09478176255858,18,0.09622932745314222,"500 to 1,000"
Local Motor Vehicle Products and Services,8123002101,-104.85347170642359,40.36112956601437,20,0.08203969128996692,"500 to 1,000"
Local Motor Vehicle Products and Services,8123001500,-104.70693449030892,40.483439866610034,23,0.07221609702315325,"500 to 1,000"
Local Motor Vehicle Products and Services,8123000705,-104.65408894576288,40.401200407230995,25,0.0645755237045204,"500 to 1,000"
Local Motor Vehicle Products and Services,8123002103,-104.99379526815827,40.22609275285621,25,0.04383682469680265,250 to 500
Local Motor Vehicle Products and Services,8123001005,-104.72043093197135,40.36707708457959,7,0.03073869900771775,100 to 250
Local Motor Vehicle Products and Services,8123002209,-104.86738127780654,40.436368238747086,13,0.02964718853362734,100 to 250
Local Motor Vehicle Products and Services,8123002208,-104.84288027806546,40.511406393082645,4,0.02746416758544653,100 to 250
Local Motor Vehicle Products and Services,8123002203,-104.87560731818549,40.46388775317499,8,0.019823594266813672,100 to 250
Local Motor Vehicle Products and Services,8123001700,-104.68639216727315,40.35108436816067,9,0.018732083792723266,100 to 250
Local Motor Vehicle Products and Services,8123001416,-104.77604681044801,40.4385673207724,7,0.017640573318632856,100 to 250
Local Motor Vehicle Products and Services,8123001201,-104.72436386247914,40.41317038400137,7,0.017640573318632856,100 to 250
Local Motor Vehicle Products and Services,8123002501,-104.43638797572952,40.65333643486907,8,0.017640573318632856,100 to 250
Local Motor Vehicle Products and Services,8123002102,-104.93325896463871,40.32831728513235,5,0.016549062844542446,50 to 100
Local Motor Vehicle Products and Services,8123002006,-104.90247111323559,40.070129350671685,4,0.016549062844542446,50 to 100
Local Motor Vehicle Products and Services,8123001404,-104.74886116455109,40.36205129687569,5,0.01545755237045204,50 to 100
Local Motor Vehicle Products and Services,8123001300,-104.72802124222937,40.44046716086871,5,0.014366041896361632,50 to 100
Local Motor Vehicle Products and Services,8123001406,-104.79577426273575,40.38537930618732,5,0.014366041896361632,50 to 100
Local Motor Vehicle Products and Services,8123001409,-104.75360366775523,40.400294552844684,7,0.014366041896361632,50 to 100
Local Motor Vehicle Products and Services,8123000703,-104.67261471545635,40.403600330182414,6,0.014366041896361632,50 to 100
Local Motor Vehicle Products and Services,8123001410,-104.74534246321684,40.413847063458924,6,0.014366041896361632,50 to 100
Local Motor Vehicle Products and Services,8069001709,-104.98986890383048,40.3985525062489,3,0.013274531422271224,50 to 100
Local Motor Vehicle Products and Services,8123001600,-104.56696747280955,40.36803212552935,4,0.013274531422271224,50 to 100
Local Motor Vehicle Products and Services,8123000502,-104.70793082570083,40.42397888074366,3,0.013274531422271224,50 to 100
Local Motor Vehicle Products and Services,8123001417,-104.74628219806435,40.43166751783765,5,0.013274531422271224,50 to 100
Local Motor Vehicle Products and Services,8123001405,-104.7788507395797,40.38093389534121,3,0.012183020948180816,50 to 100
Local Motor Vehicle Products and Services,8123002210,-104.93165974070166,40.443621469911875,5,0.012183020948180816,50 to 100
Local Motor Vehicle Products and Services,8123002300,-104.73324363873937,40.59468793256375,5,0.012183020948180816,50 to 100
Local Motor Vehicle Products and Services,8123002207,-104.95772173354774,40.49656220691201,3,0.012183020948180816,50 to 100
Local Motor Vehicle Products and Services,8123000701,-104.68445241764351,40.42734843086882,4,0.011091510474090408,20 to 50
Local Motor Vehicle Products and Services,8123001908,-104.86194419317943,40.06971716065996,4,0.011091510474090408,20 to 50
Local Motor Vehicle Products and Services,8123000600,-104.70369399225768,40.44508364428667,3,0.01,20 to 50
Local Motor Vehicle Products and Services,8123001100,-104.7274670857639,40.399345220818546,3,0.01,20 to 50
Local Motor Vehicle Products and Services,8123001412,-104.78909346189468,40.41667900193879,3,0.01,20 to 50
Local Motor Vehicle Products and Services,8014031300,-105.00523870824368,39.977866563436265,3,0.01,20 to 50
Local Motor Vehicle Products and Services,8123001003,-104.6999060392952,40.390291811790306,3,0.01,20 to 50
Local Personal Services (Non-Medical),8123002012,-104.83949416227637,40.08803621781903,23,0.10496141124586549,"500 to 1,000"
Local Personal Services (Non-Medical),8123000705,-104.67878573597068,40.40573577233155,13,0.061300992282249174,"500 to 1,000"
Local Personal Services (Non-Medical),8123002103,-104.96246545086842,40.168643395300286,13,0.05366041896361631,250 to 500
Local Personal Services (Non-Medical),8123001500,-104.7122511452079,40.47533107811644,16,0.039470782800441015,250 to 500
Local Personal Services (Non-Medical),8123002208,-104.87576376738798,40.515040435876806,8,0.038379272326350605,250 to 500
Local Personal Services (Non-Medical),8123002300,-104.73295380373483,40.572126940460656,10,0.03292171995589857,100 to 250
Local Personal Services (Non-Medical),8123002501,-104.82386613207554,40.72770888005212,7,0.02746416758544653,100 to 250
Local Personal Services (Non-Medical),8123001800,-104.85029157915041,40.20119399444417,8,0.02528114663726571,100 to 250
Local Personal Services (Non-Medical),8123001416,-104.78079482883606,40.42854210501235,5,0.023098125689084897,100 to 250
Local Personal Services (Non-Medical),8123000401,-104.7201103956621,40.40170305361638,5,0.023098125689084897,100 to 250
Local Personal Services (Non-Medical),8123001300,-104.71917111701109,40.44243233468198,8,0.022006615214994488,100 to 250
Local Personal Services (Non-Medical),8123001004,-104.68593126347827,40.37688504030157,3,0.020915104740904078,100 to 250
Local Personal Services (Non-Medical),8013012907,-105.09843716049394,40.028681761258575,5,0.020915104740904078,100 to 250
Local Personal Services (Non-Medical),8123002101,-104.87883115230214,40.34931687991441,9,0.017640573318632856,100 to 250
Local Personal Services (Non-Medical),8123001404,-104.78326464549176,40.36791042357193,9,0.016549062844542446,50 to 100
Local Personal Services (Non-Medical),8123001700,-104.70154754143782,40.34969009302823,7,0.016549062844542446,50 to 100
Local Personal Services (Non-Medical),8123002209,-104.85264227269684,40.433289537889976,8,0.016549062844542446,50 to 100
Local Personal Services (Non-Medical),8123001600,-104.48736474650774,40.43180349998785,5,0.016549062844542446,50 to 100
Local Personal Services (Non-Medical),8123002206,-104.91122341745097,40.46879100717654,5,0.016549062844542446,50 to 100
Local Personal Services (Non-Medical),8123001405,-104.76930159561603,40.38349439449299,6,0.01545755237045204,50 to 100
Local Personal Services (Non-Medical),8014031400,-105.0182527743487,40.00376768691428,6,0.014366041896361632,50 to 100
Local Personal Services (Non-Medical),8123002203,-104.86459927352819,40.46070025096498,3,0.013274531422271224,50 to 100
Local Personal Services (Non-Medical),8001060000,-104.85550873206245,39.96429455397004,3,0.012183020948180816,50 to 100
Local Personal Services (Non-Medical),8123001005,-104.71484338338547,40.37667733655479,5,0.012183020948180816,50 to 100
Local Personal Services (Non-Medical),8123001410,-104.73750804650726,40.41878432754167,5,0.012183020948180816,50 to 100
Local Personal Services (Non-Medical),8123002009,-105.00181637143812,40.034714434472484,4,0.011091510474090408,20 to 50
Local Personal Services (Non-Medical),8123002207,-104.94830756363041,40.51555048850654,4,0.011091510474090408,20 to 50
Local Personal Services (Non-Medical),8123000703,-104.66601251908003,40.39725686844636,4,0.011091510474090408,20 to 50
Local Personal Services (Non-Medical),8123001408,-104.77222027858245,40.39866090061724,3,0.01,20 to 50
"Local Real Estate, Construction, and Development",8013013201,-105.01432500171772,40.21969739323045,44,0.2141124586549063,"1,000 to 5,000"
"Local Real Estate, Construction, and Development",8123001907,-104.70984957309129,40.04723684201966,33,0.16499448732083793,"1,000 to 5,000"
"Local Real Estate, Construction, and Development",8123001500,-104.70356641291353,40.48158962061414,65,0.1333406835722161,"1,000 to 5,000"
"Local Real Estate, Construction, and Development",8123001404,-104.78379196980586,40.373871784169175,26,0.13115766262403528,"1,000 to 5,000"
"Local Real Estate, Construction, and Development",8123000705,-104.6462008598301,40.41212539655649,59,0.11805953693495037,"1,000 to 5,000"
"Local Real Estate, Construction, and Development",8123001700,-104.70472894110172,40.34132304574026,45,0.11587651598676957,"1,000 to 5,000"
"Local Real Estate, Construction, and Development",8123002208,-104.86916968005197,40.51062535280788,28,0.09295479603087099,"500 to 1,000"
"Local Real Estate, Construction, and Development",8123002300,-104.7256297900026,40.592916051295745,31,0.07658213891951487,"500 to 1,000"
"Local Real Estate, Construction, and Development",8123002101,-104.84363784329699,40.36528341287509,45,0.07439911797133407,"500 to 1,000"
"Local Real Estate, Construction, and Development",8123001800,-104.78172270926117,40.18368279387824,19,0.0645755237045204,"500 to 1,000"
"Local Real Estate, Construction, and Development",8123000704,-104.68430363687823,40.385574051550265,15,0.05802646085997795,250 to 500
"Local Real Estate, Construction, and Development",8123001201,-104.7355970406596,40.41815033229247,16,0.05584343991179714,250 to 500
"Local Real Estate, Construction, and Development",8013012800,-105.07820450435425,40.020890825686074,8,0.05256890848952591,250 to 500
